reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGQUcsUTtdODkiWtbHt_5C9K2X7YGpi88ZI1wXs3ClEISRTRksSKrrcbNY3AXnJm-2rzw74_wXPnCZB7Q,April Morningstar,https://play-lh.googleusercontent.com/a-/AOh14Gj7_nur3z2t4VKuNXgTNBSVFkxVK2kN3nFV2f3Jnw,"It's yet another helpful service from google! I've actually had this one for many years however I'm just now rating it! Although it's taken me awhile to give google it's due on one of many free and extremely useful apps! Many people think because a service is free it's not as equipped or up to date to ""paid"" apps but over and over again Google proves them wrong!!! This app for example has just as many if not more cool features that are caught up to today's technology!",5,15,2.21.081.03.34,2021-03-16 09:08:00,,
gp:AOqpTOGG-Mp4oDzwFBU2vHKC9YFeVkHWJ1CDjqBBypiSt0hPG3mMHWjJyzEJylXdeEPfa3ptOyYt--UIu7R9oA,Jeremy Arbes,https://play-lh.googleusercontent.com/a-/AOh14GinJada-ypMJnEIvVXv1SOs13hymVgPcLPtZbE1kA,No complaints btw which is way higher then top of the line services and benefits etc e.g. EX...storage and documentation for personal use,5,0,2.21.101.06.33,2021-04-03 02:16:24,,
gp:AOqpTOHL0v0hp0gxBroqvlq8N8o-HwX8aY-v5HENv5PTW5KzrTtI4GoO-IVaUvMCoc9ZpGf5IZL3Tv0wTV9iCQ,sʏɗɳeʏ,https://play-lh.googleusercontent.com/a-/AOh14GiFesAEKnFQXb_kH8eFVQ-2sbwaTIDWxY8CgWPLpQ,"I love the app and it's very useful, but as of recently I haven't been able to share folders or documents that I made. It just crashes the share, and says ""Sharing information still loading..."", also when I go into some folders, it won't allow me to add any documents or anything. It has become quite frustrating. Thanks and have a great day. --Edit-- I undownloaded the app and it worked perfectly after that! Thanks and have a great life.",5,969,2.21.061.04.30,2021-02-24 00:45:53,,
gp:AOqpTOEfTZEvu-Gogb0EWhpjJ99GJVi5bsy99htGvW02xe4KIB4-29_58vKTjQ0B8F2iZMfwo_NfQner0LCDbw,Anthony Collins,https://play-lh.googleusercontent.com/-6qYcdP-op9U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucli_79Ob_8sdO8oZ2A6yg25c17rbQ/photo.jpg,"It's a great app. Some ppl complain that they can't upload anymore I had the same problem in the past. It does that when your phone's storage is full. You have to have enough space left on your device equivalent to the size of the file you want to move to cloud storage. For Example, to upload a 1 gig size file you need an extra gig of storage remaining to cover the move. The alternative would be to open your Google drive desktop version on chrome and upload it there no matter the storage.",5,808,2.21.046.01.34,2021-02-23 23:15:52,,
gp:AOqpTOHWUu27TiohTnr_4KUz13GcCzH5dG04uJUCIGCGkZajDR0JApCkXZhA6U6FeB-k1LqXsd4zDuK-75rKRA,Royce Gabriel,https://play-lh.googleusercontent.com/a-/AOh14Gg7rzg9PjHoEPdL_V-fF8F77abt-ur07XZl8xUA,"Really good for back up my school task online. Once I have email it so easy to access in any device. I really love the ""make available offline"" fiture + I can arrange many folders. really fast upload. Superb✨",5,6,2.21.101.06.44,2021-03-21 20:06:08,,
gp:AOqpTOFjUj-eQdbjgGy37tpy-MybYQhgE7dfwRRHXuwMulRNdlKOyO8vxQMGUuS7adTvpCUpbCsFGsYzg6bXXQ,Sofka,https://play-lh.googleusercontent.com/a-/AOh14GiLAUiu3ooyX-kSp4hjnNCRwqlyT6yksqNlZZYXzw,"I really like this app. It has a lot in it. Iys good for all the Google people. And it is so much better than the Microsoft stuff, like word or something. It's not glitchy and easy to use. I use this practically every day and I love it. It is really good at sorting your stuff and uploading files. You can easily share and you won't have to fret, unlike in Microsoft. Please get more people on this. You will enjoy it. Get it, you won't regret it. 😉",5,377,2.21.041.03.45,2021-02-13 02:28:25,,
gp:AOqpTOGmt_v43BJLFj3V8dCJbG7SezvcUV5y511ZZmXM2GixVCVq_UublUC6PPDXXnJYnnL_LIDgdiKgrQmbfw,Gautam plays,https://play-lh.googleusercontent.com/a-/AOh14GiB3JDK9KiwXTFLdRr0sbtGtPvLony5LjYARfdK,Love this app because my phone only has 32 GB but this app hold all my pictures documents without taking too much of storage on my phone,5,0,2.21.121.05.44,2021-04-12 20:47:28,,
gp:AOqpTOGba9e2o2fMQeffhghR6RP1sbi5U4LgdGe6sIC23b8Go1kCZ4lt-AtHeHiMr6c_eT7eH7XkG49fGP2avA,Fatimiah Anderson,https://play-lh.googleusercontent.com/-JQh8Kow0ewE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucls4rP7-WQTisdR-6JMrslZCou60A/photo.jpg,Great way of managing my awards credentials pictures and IDs I am very grateful for the app and the no fuss navigation system I've been able to go back years ago and provide info vital to my professional career advancement,5,7,2.21.101.06.34,2021-03-21 17:51:58,,
gp:AOqpTOGJNRUoHH6TDmGbDQlSoA1lduc3Z71RwacXLUk2PvgfQzBhMo1ETgWgr4rR4OHiwupppPplTIDdMhS-eA,Bhanu Mendis,https://play-lh.googleusercontent.com/a-/AOh14Ggo2n77SMzH-RToKxQ-C_94ke29MvXpAcxMZzUylQ,"Best app ever, excellent features, works well with Android, windows and other, very well organized and creative",5,3,2.21.101.07.40,2021-04-02 10:09:55,,
gp:AOqpTOFw1jHh5CiS_oRqi70_XMkwrLGVgCdW7txrZ7QTJyT7hc9LiYRAxvbkAAcKiJNZaSpUepLt7XBqwqDx9w,Adam Grue,https://play-lh.googleusercontent.com/a-/AOh14GhEnf97uoT3AvxnTU6sA2eUzKSYkKdXRlztSYIWZg,"It has its own issues but it does it's job and it does it in a manner that does not make it a nightmare should you ever want to change services away from Google Drive while also not locking up your stuff because business and personal accounts are on same device like another organization has with their solution (among others). Plus support is awesome. Other solutions have advantages but after a very long time, known reliability and ability to change if I wanted make this top choice for me.",5,425,2.21.041.03.40,2021-02-17 08:30:28,,
gp:AOqpTOE7cfcq9egBr9ciKrZOJ708nG9BbF2GHQGWLSvxcoPLTQuqpwqUR8F_-kv1GhsPTpp9B6OM7nujTsOEVw,Yaier Ron-Rubinstein,https://play-lh.googleusercontent.com/a-/AOh14GgMfwCBNoUSTDqdQLgZuePYANr8X6L0OnqJLwaLwiw,"Before anything. Change your mind. Think cloud storage, cloud processing and security. By far the most secured cloud storage. By far the most featured cloud storage. With free subscription you don't get much With next basic subscription you got a whole more. If you don't pay you don't get it. So pay a little and get top end secured storage.",5,401,2.21.021.04.40,2021-01-28 07:54:00,,
gp:AOqpTOFPnomrL_y_Tjjh91maRDqc6LMYChfDS8A5J81Xy6Zj3-pbTsS_RRWbXrdhu_VCfzn1ZWAOPA-eMVjVjQ,Brooke M,https://play-lh.googleusercontent.com/a-/AOh14Gi7_M1UodDTxhj-3ixOpKQmBHu0-NrZFNr-1X6FCMk,Absolutely love this app and it's very easy and helps me save things and keep up with them.,5,1,2.21.101.06.43,2021-04-02 09:26:21,,
gp:AOqpTOFR8EuscNByeAYzRi8XYQNpt4BU0xEpeNQxY5uH_H8XbZFvfwh1h6l_ketGTQBkd2s8-lDL6ZjBb6OXSg,Ajhey127,https://play-lh.googleusercontent.com/a-/AOh14GgWtPUu3k8yWZtDN_T7RcGcLW56Zo9yVEw3YMnm,"This app is very helpful especially for students. It allows me to create multiple folders to organize notes and assignments by subject. I can also add shortcuts to powerpoints and documents my teachers give me in the folders. Besides school use, I also use it to back up all my personal documents as well. You can add people to folders and collaborate with them which I find very helpful for group projects.",5,326,2.21.061.04.43,2021-02-25 19:34:52,,
gp:AOqpTOGudQ_yjLC-PXtvGV-Tdt0NSveKGTBrkbJoXZM45Td4HmjOPKKR2pFg7qfF61SSE51f2UwQTnam5LUz9Q,Midnight BunnyBunny,https://play-lh.googleusercontent.com/a-/AOh14Giq7IukILTMBvnB5apeGHMOit62QOb_O7pLjI23,"Great app, organized and there is no ads. It has helped me a lot. Thank you!",5,4,2.21.101.06.45,2021-03-28 18:46:30,,
gp:AOqpTOEz5Yj2BMLfIYoLGtKmjYaBNP5qlihHTJKzj9p_6BL_wPtDK68XAasHOhoMzSzUkM2T1qJVG3INrwNihw,Hesham Alkhazmi,https://play-lh.googleusercontent.com/a-/AOh14Gio4dMPWXsgkxaEVXIaai5qxpyV10WxJIWfcYme,Excellent way to backup your files .. Very reliable and easy to use... and the capacity is very generous .. Thanks for making life a bit more easier...,5,4,2.21.101.06.40,2021-03-18 15:28:52,,
gp:AOqpTOEikcGnYxkm7cnd96d0uoEa2Wo3oIh__6QdXWCansf_5r3nb0EVfDOmLTOpSiJ--tyDUu9BMy3TavskDA,Purna Chandra Tamang,https://play-lh.googleusercontent.com/a-/AOh14Gj4W2XGsPZ5C0nZGoaGnFBP2LDRq6bde51RNCQZGQ,It's a good online storage with pretty nice features. Please provide more GB Storage with free of cost. 15 GB isn't enough. Please please please. I think if you provide at least 50 GB online storage freely then you will get more costumers and will be downloaded more than before. Nowadays I couldn't download my files to my phone. Please bring back download button as soon as possible. Thank you.,5,62,2.20.511.05.34,2021-01-21 18:32:59,,
gp:AOqpTOEVYq123EI-Ym6CUmSRUVfSeurszpd38tQA6MS_ZxLBlCyyz-g0_7QyZ4UQPk5NBLSaX7ZBgph0OUqleQ,Mr. Bhagatlal Sutar,https://play-lh.googleusercontent.com/a-/AOh14GgnmB35w3GssEosbyg_kyhsljAoUHcNETcoMqfSoFs,Its very easy and safe to keep online important files. When we do online work on computer to share data on mobile is very easy.,5,0,2.21.101.06.45,2021-03-31 07:24:24,,
gp:AOqpTOHV05KjEABgiZmT4rfEcFMXkG5_WFcewKNeW2PKxWyM3SkStf2QOYAWBAGDwfQL7RiyK-AEmnLk4gfvHQ,steve fredrick,https://play-lh.googleusercontent.com/-NSfyJz9r-0Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclW3hyOeMdCNwyD8jnqDv9s6S4xJg/photo.jpg,Life saver I'd have nothing without your app thank you your made it possible to keep the songs I've recorded years ago. I've been to hell and back lost everything time and time again but this is something I couldn't replace and it's always been there and I appreciate anyone who has anything to do with the existence of these apps. Thank you. Sincerely. Steven.T.Frederick.,5,37,2.21.021.04.45,2021-02-01 09:29:38,,
gp:AOqpTOGz16wMpP4LUCsJEaJbRdfq5E_w-3F3n1YjKitYlpX-AzMS6WFOoaB6BbmNRKzE02wj6XKtxyTVg0M5xQ,khnh kkkg,https://play-lh.googleusercontent.com/-I2nWqLiVM7g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckZ1eQoWdXURfawZnqbAq6WYG2FTg/photo.jpg,"Don't know what has happened recently to this app. For hours I am waiting not a single file is being uploaded. When I create new folders or move files,, they won't get synced to other devices. Folder colours also say cannot be changed. Only old folder colours can be changed. Please fix this issue As Soon As Possible Google LLC 🙏 (Edited) Thanks for the information Google. It worked. Must have been something wrong in my connection 😢",5,24,2.21.021.04.44,2021-02-09 09:22:45,Hi there. Have you tried to upload the file to Google Drive using a different network? Hope this helps!,2020-12-24 23:45:49
gp:AOqpTOF4a3J2BDXwzisShWkGjcst7Y6YpE0PKpNvFJPEGM9_cKXnar2IjrDSkiqdSib86eJA9X8eaADezFqSBw,Jillian Daugherty,https://play-lh.googleusercontent.com/a-/AOh14Gil2EigXmx1CfR1d22A2vWL88JmGMk0YZetk7A6Bg,"I love Google Drive. It is easy to use and reliable on any phone type. I can find pictures and documents that would have been lost through many life events. The tools are easy to use and eveything stays very organized. I wish it were easier to recover past accounts, but i am glad the security is tight. 5 stars",5,49,2.21.041.03.30,2021-02-12 05:29:51,,
gp:AOqpTOFM-LyiiwDmSas7EESuZiwhh7MNNms-5kVbXnhfwO-8crafdJGXfUeivgSNSGGO56lqg5UGCsbz281Veg,Aadiveer,https://play-lh.googleusercontent.com/a-/AOh14GhQjQPxP5fPiDpSb0-HnJ_g5f3cuWLNywRFCziDIQ,Great and easy to use Store Videos and large files and Important photograps at max quality here Use Google photos for other photos and videos,5,1,2.21.101.06.44,2021-04-05 09:35:46,,
gp:AOqpTOFIEGzmhNIYqTQUFWFxsHPZjcvgFBlAq7xE5bUv9FaqB0J4utZvtKx-WAhKGepnN76qjt4Exzj9-fQ2qQ,vijaykumar Shirle,https://play-lh.googleusercontent.com/a-/AOh14Ggf-EIBI-0rD4jOe8ta6GqntZcpG9a6KA2rYHRgrw,"Very very very good application according to me i can ealily and properly manage my documents.Not only documents but also my memoryes means photos and vidios are saved easily. And it is very safe application to save are personal and important things this is very very good appliction. The above review was my experence I not force to use this application ,if you like and thought it is good so you can use this application. As my oppnion I am thinking it is good and better to use. Thank you",5,23,2.21.021.04.44,2021-02-01 21:27:32,,
gp:AOqpTOHAnfPHgvUP7KAx58NYhf79o1TVZuAlBa7L4fQFeYfHZyjxhh8iktEwVhFevBcOKokaxygwlvH--tD3-w,Subrat Shah,https://play-lh.googleusercontent.com/a-/AOh14Gi7lsq9ZA1roHDR-UAGh94W_DAZ62Ra5HRLyHjMBZs,"Not able to upload any file from past few week. Yes i did try different network and over wifi and data both, none of them worked. I have done that too, being a developer myself I did whatever I thought could be done from my side, I just get a persistent notification that's never able to upload any of the files and fails in the end",5,13,2.21.021.04.40,2021-01-31 19:20:38,"Hi, Subrat. Could you try uninstalling and then reinstalling Drive app itself? Follow the steps here: https://goo.gle/2SoitJl. If this doesn't help, please visit our Community Forum for any additional assistance: https://goo.gl/DvMg7m.",2021-01-23 23:29:39
gp:AOqpTOG5XeFM7gDygKcmFcVCTjW-t9IcK3-ZjSa5XO8ZC_EviwXFgNWzCy31Fj7dNMCqdJjlCDVCseO7hPfU7Q,Skand Singh,https://play-lh.googleusercontent.com/a-/AOh14GiSwGUe3DhCTfQTWNYHgrtCOc5gg5IpyWpj-Jxflw,I am surprised that Google responded to my problem within 12 hours. I did what Google suggested & now the problem has been solved. The best customer support company I have seen in my entire life. My drive is working 1000% smoothly now. I am completely satisfied by the adicates & services of Google. Thank you Team Google.,5,29,2.21.021.04.33,2021-01-31 07:56:57,"Hi, Skand. Check out this link to report abusive content: http://bit.ly/2YAlXIL. Hope this helps!",2021-01-30 22:26:22
gp:AOqpTOEXCqq0eicU-94pS4cAOszf7z5SVo8uOr5jwboOk0liIYYGG2ukQ9-evHRqmelDI1iJkeH2q-l2_SwCrw,Top Entertainment,https://play-lh.googleusercontent.com/a-/AOh14Gg12LdluufPdNsx4NzT26r1hVFE6Sbbn7Arikx7_Q,Many times the file and data are not uploaded. What to do for several days.,5,0,2.21.101.06.45,2021-03-28 12:47:34,,
gp:AOqpTOHkjSEzZrlX3Ozvs4hI6_wvfn6_5jgESZ7VcU1J3Tw4QdIQ74ijSZEJdQ3x8ZlZS4UFM0PpNsQiWcCK_w,SBG's Secondary Channel,https://play-lh.googleusercontent.com/a-/AOh14Ggke-WNt05I3pcrxrn_xwN-D_DviESewtAXVppIzw,"I'm currently using my school school account to upload my answersheets, but apparently I can't upload the answersheets because it's stuck in ""Wait for Upload"" mode, the browser version uploads the files instantly while the app takes forever, please fix this, then I'll rate 5 stars, thank u [EDIT: Ok I cleared my data simply by going to the settings and to the app, and then it works like normal again, I will change the rating, thanks a lot :)]",5,32,2.21.081.03.44,2021-03-10 18:50:28,"Hi there. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-03-10 01:48:41
gp:AOqpTOE2SatsvKmwqJ1fjwban0PdVeYbROc74wEYW08DEC1ka9TSgAVTltfC8RXeo2N2LxueXl7PkhJPEKz99A,Taylor S,https://play-lh.googleusercontent.com/a-/AOh14GibTIVqoqO_tTKjLDzYd29s-qFWXkHPsE-K3_wB,"I've used google drive for countless school assignments, work resumes, projects, and simply for fun. Google drive is perfect for file sharing. Slightly harder to use on mobile, but overall a great app.",5,12,2.21.081.03.34,2021-03-23 23:18:22,,
gp:AOqpTOFqWeNO0xQZn_Ya-lQWpc3ml3n_54h9FeiBXvSpaCdiYmYlp6Iy8EXwHQq2OEs30b03kfez2tY4PweVzQ,Albherta.G _,https://play-lh.googleusercontent.com/a-/AOh14Gh9cHArJ_8frYlRFbwcS53TlN-EZqNxDDPxfA3Pkw,"It's always stuck at 'waiting for upload'. I've tried many ways, restarted my phone, change the network, clear cache, forced stop. It just didn't work. I like this app when I first use this but now it's just, meh. Disappointed. **Alright it's working now, thanks for fixing it! :))",5,31,2.21.081.03.44,2021-03-10 08:49:19,"Hi, Albherta. Could you try uninstalling and then reinstalling Drive app itself? Follow the steps here: https://goo.gle/2SoitJl. If this doesn't help, please visit our Community Forum for any additional assistance: https://goo.gl/DvMg7m.",2021-03-09 00:39:11
gp:AOqpTOEPXS1jmeMxdVUOAJ7ftER7WwwhcfyVIPXHbJFVRZ_cxnaWfG6ZJMAnxretvJZYEnDA3rgwi16bTWkapQ,abdelrahman sweif,https://play-lh.googleusercontent.com/a-/AOh14GgV6HF-2oh5Y1VxUmjNokECVOrnphQSZWrIXLB0pfk,"Perfect place, to keep everything you care about in best resolution and accessible to you from any device any time.",5,2,2.21.101.06.40,2021-03-25 12:45:19,,
gp:AOqpTOERlKrANb9HXwlk1XYCO_qaZV3EI2CeWJNvXpi225x6MVGsFWHEfhn6OQPm6TQHfmYEfIfE72EpaTUhuQ,Barbara Hall,https://play-lh.googleusercontent.com/a-/AOh14GgwsEp_kZBooY-2m-x8F_swcBMa4ZO_DdRazadG,Great activity.Google still shines for me. And hopefully Google Pay clears it's glitches too!,5,0,2.21.101.06.33,2021-03-26 01:55:21,,
gp:AOqpTOHC9XCcZ8VkETEk6gtvkieVnydA1AGi8Ozk0s_uo1FTe_ZZ_2ML-0OYCQRbNhOUTTiQUnMGG8imo-JfMQ,Ahmad Mustapha,https://play-lh.googleusercontent.com/-a-w-gPGV0Vg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclhEx_v4DBagKjg9n7No2Y33-wSlw/photo.jpg,This app is really good for me and for everyone in this world and this app you can use it to keep your documents save in this Google Drive,5,1,2.21.101.06.34,2021-03-27 07:36:06,,
gp:AOqpTOGTUoqvtuqOxhYFB8nhgaKT097GGPNeuem5MV7Unfz7bmztQnzjkpPTmOoOhuzMwIhnED1g6cJNkLTSqA,Saauna Sampson,https://play-lh.googleusercontent.com/-bhHcarR-NK4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckhrGt_HwI1XSEUXZop_XkTuXbLSg/photo.jpg,Thanks for fixing the uploading problems. Didn't have any issues uploading :),5,0,2.21.121.05.45,2021-04-08 06:28:10,,
gp:AOqpTOHokvrzQCkRjjHQsi0Iys7vLI4LU-TaHR-dcOHO5MKLN1MV6sYzAbCc_2DZHDGf9kBr4XKjZBMAilMmZw,Aum Gupta,https://play-lh.googleusercontent.com/a-/AOh14GibuEwItH3wjT6zqsrjsD7n8ZqL7FBP8wosszZIPg,"FIXED : My uploads keep stucking on ""waiting to upload"", Google LLC you need to address this. THANKS FOR SUCH AN EARLY RESPONSE",5,0,2.21.101.06.45,2021-03-27 08:17:42,"Hi, Aum. Please check your internet connection by doing a Google search for 'internet speed test' as connection may be poor. Keep us updated!",2021-03-27 01:57:26
gp:AOqpTOFn2ORTcMHgM8Y5uVkjSzuV07ciz0XttcmIT8u8y7r3BiJ7eyE2GZH17mdUKaXUR-ZNheKt0ALgWrXfNA,Afny DS,https://play-lh.googleusercontent.com/-q2REO2tDbQE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnRATHFDf2jlOXohxElu3iFNvLzVg/photo.jpg,"Great !! This app has improvement. Recently I uploaded some photos, videos, etc, and no more problems, not like before which often gets error so I should install and reinstall. Now I can upload everything easily and smoothly. Another improvement is, I can upload them faster than before. Thanks all ❤️.",5,44,2.21.061.04.45,2021-03-03 08:17:53,Hi there. Let's connect you with our support team for help. Go here to get a call back: https://goo.gl/LcAuFy. Hope this helps!,2020-11-19 06:04:40
gp:AOqpTOGgN7ACs6piDRS-fbNlwf7lqewKx809hxhVKeZDuwKnuEt7Nf9NteyuvEl9ZDrCIIOdQBJSZ-YObBkv0g,Arief Rakhman,https://play-lh.googleusercontent.com/a-/AOh14GgDpfzOPBocHkFerkOPgK6uyoHYrNa003mTbyI5gQ,"Please fix the app. I tried to uninstall updates and I was able to use it, but once I closed the app and wanted to use it again, it said the version is too old and I can't use it. And if I update/upgrade, I'll face the same issue everyone have, again. Edit : Okay it works now.",5,31,2.21.061.04.45,2021-03-07 05:26:12,"Hi, Arief. Could you try uninstalling and then reinstalling Drive app itself? Follow the steps here: https://goo.gle/2SoitJl. If this doesn't help, please visit our Community Forum for any additional assistance: https://goo.gl/DvMg7m.",2021-03-06 19:12:22
gp:AOqpTOEWe29zXnL8WIcd0KhNB_KMsD5z8wHVJDJnzma2SEjVEk6rWHsd69xLzj7NPzv45uvCoVdrd2bBHls7FQ,Paul Fiori,https://play-lh.googleusercontent.com/a-/AOh14GicB3YKFZRGhikM1JwYA-hCLOhHygXZG5NEJBmy,All my data is always available even if an device stops working and like now I have too by an new device!,5,2,2.21.101.06.40,2021-03-29 06:15:38,,
gp:AOqpTOEH2hIvnnVdaXqeEC67K4uvhDY8-SUJ62TP8Ded7OwbpKRtRO_GlgV4GyP7mM1CpDWJAxIM9Hi3x5U52Q,Education Seekers,https://play-lh.googleusercontent.com/a-/AOh14GgbjzpHhtmaIxt7KV-vqSIY9ZTAp3k-r5X78FKF3es,"Those who are getting problem in uploading files, try reinstalling this app...I got my problem solved this way... One more thing yo can do, is to try it through google chrome for uploading your files...",5,1,2.21.041.03.44,2021-03-31 23:24:01,,
gp:AOqpTOFbdqcGQg4ErU9i_KVjkQuHQZ-GrfPWSiKLpiRXRrbo7tClaXlJFbDidy79r37uTN2PekMDW_S1K0jHQA,Diana Vallecera,https://play-lh.googleusercontent.com/a-/AOh14GiCi76c4_6RmeLlXVP0a7VIEv7iLFqjsxeyf9tG,Good storage app I can rely on for a student like me who was struggling in a technology wolrd. But I still manage to get in the flow. I'm only 16 but I think youth like me should learn how this world function along with modern apps. I love this app honestly. And all Google Apps was incredibly beautiful ♥️♥️♥️,5,19,2.21.081.03.44,2021-03-19 06:19:30,,
gp:AOqpTOHriNSCMB3oSi3N7iYJFGilKg5wB4jA9oHMociO6-WJ7bp8GP-6Y4wFMWqVZxFZ-pA9gBP_pOFKDhrVDg,Shreyan Mishra VII-B 31,https://play-lh.googleusercontent.com/a-/AOh14GhShWilNyODnhI8YcBhXuMjDb-nJaRac6cY4AVjbw,This app is good but I had given four stars because suddenly one of my folder which has the same of another folder and the empty one of them is deleted forever but after 26 days meaning 56 days of deleting it the folders get exchanged and the folder having the information got deleted and folder which was empty automatically retrieved. I don't know anything I require that folder anyhow and you have to give me that folder it's your responsibility you are bound to give me that,5,18,2.21.041.03.40,2021-02-15 22:33:24,Hi there. Let's connect you with our Support Team for help. Go here to get a call back: https://goo.gl/LcAuFy. Hope this helps!,2021-02-15 19:18:24
gp:AOqpTOHkOuOzXTpGVngjkGJmLJyzXsGGIVzpeUlPaPDlGQOO6qk7wSjwBis4UBOsqp6Q5dE-Eiaipu_kPq6cqg,Aryan Sharma,https://play-lh.googleusercontent.com/a-/AOh14GgijLGA7zqlheyTLwDFVNL_LjyQlRJxMchBfqeP,"SOLVED*I have very poor experience with the GDrive It is just crashing by scrolling down opening files sometimes also my android tablet gets crashed,One of most encountered problem is of syncing error, once i uploaded and cleared some files a week and a half days ago and it doesn't showed when i opened it in my laptop I found that when i reinstalled newest version on my device it sucks and i was shocked that i have uploaded that files a long ago are gone. pls help me out my tab model is SM-T815Y",5,33,2.21.061.04.45,2021-03-02 10:50:45,"Thank you for reaching out, Aryan. For this issue, I would recommend you to contact the Drive Support team for better assistance. Go here to get a call back: https://goo.gl/LcAuFy. Hope this gets resolved soon for you.",2020-04-27 23:07:04
gp:AOqpTOHxnWkCNMWGuj7UnAWBwEL8QeR4BRq1GFK6j6g6UCW_Kw4g-lL7OiGt5i4Qj1skDdM3MWOwAgG5xiomBA,Paul G. Sousa,https://play-lh.googleusercontent.com/a-/AOh14GhunzRvZyl5yYdm-PUW6MdKjNpNVTZGoylGl2tzIw4,Great app / service ...tutorials are awesome for non techy guys like myself thanks Google Drive,5,0,2.21.121.05.40,2021-04-08 14:45:24,,
gp:AOqpTOGChd7SGKO04CMp7Fpe8QAxMEaG73zfipXxedinnzd2MylE0Cr3pV4fSofOvc01SV1ZpzL70iEGntcXfA,Ti tus,https://play-lh.googleusercontent.com/a-/AOh14GgXnUaZOUOkxSlElGopnKhwxXJT1IVooeGPI5QT,"THX for the nice app, FR: Is it possible to make an add files/folder (name/path don't change) for recurring uploads (like a backup, daily/weekly etc), set as replacing or new copy on drive. This would be a great helpful feature! :)",5,10,2.21.081.03.40,2021-03-15 23:01:32,,
gp:AOqpTOFZhhu8s0QUX84noMyGpU5XpC7BSreyp8T1qyI0TJ1hNvrAIA5IOpTEgwa5noyYV_YF2LDtYFiM1MNvbg,Tim Schuckelt,https://play-lh.googleusercontent.com/a-/AOh14Gjxp4iwjv5PTm1KgXXlJXlJPdPhcLUn4bfGRXw8fg,A very good and reliable cloud storage solution.,5,2,2.21.121.05.40,2021-04-08 00:52:29,,
gp:AOqpTOHzec3e_2dyYoUVZtP4mQOxHyMBiHeRABbQxYe3MkegL0WAAC_0bIAXWxY_8h1eaFr8PEbVMhZsWv_Tpg,Tiana stitches,https://play-lh.googleusercontent.com/a-/AOh14Gjnt9xrd99c32XuFrdtsRPuo-4Sm8tWmVw0sazY,Great and exceptional app to store files for future use. Love it,5,0,2.21.121.05.33,2021-04-14 05:12:57,,
gp:AOqpTOGU0HUefsXo-YezrpFX0G-Rdi45QiV4ilsfs0hHoCSG2on54QkhOuKF8uALWZwQYXqnt_cQ976JBD_rqQ,Dean Zarske,https://play-lh.googleusercontent.com/a-/AOh14GgMqNrBI5a13A8DSzmpYYXT9PmRCY6JEefVtJSKsA,"A couple of hours ago, I posted a comment about not being able to upload Files, while using my Android device. Since then, I discovered a newer version update to the Google Drive app. I restarted my device, and now have full access to my account. Problem Fixed",5,9,2.21.021.04.45,2021-01-28 11:41:02,,
gp:AOqpTOFWG25jSfP69s-g7T6mmeNBEwUuPGQ4zohvMwAbWJ5i05phbuZ2-l8vtFE_9aHH3piIDv4rOpp0dsR67w,Subrata Kr. Acharya,https://play-lh.googleusercontent.com/-4IMIh_cAmg4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclboA3sIMyBasVt2gpsDcY1WvNuSg/photo.jpg,Really excellent app. Very easy to use & effective in day to day's operation as well. Myself is extremely happy with this app so giving highest rating in favour of the App. Thanks to entire team members for providing this useful excellent app.,5,8,2.21.081.03.35,2021-03-22 00:41:58,,
gp:AOqpTOFphTtyss1J7FB_5K2mVr2phQXQGaih2NB9gIvgWqhaXWvX33E5wv9L5KU7hCC1eG1Ww-S6pw4aC18dig,priyadarshi patnaik,https://play-lh.googleusercontent.com/a-/AOh14GhP2H1wDW3iJSDcZDI0J9jFOGrZ3CArliSxsHs23gI,Google drive is a very useful aap for every android phone. It stores everything you need to keep.,5,1,2.21.101.06.40,2021-03-27 22:22:38,,
gp:AOqpTOFWxaevv9LGRtNy0waE4WyOcf0iu6RdSytfecmor3L6EhO7pmPIqsTV0sYoBZZgOdBxou5tKwSpnUPlMQ,Heidi LeHeup,https://play-lh.googleusercontent.com/a-/AOh14Gh_ldTNGF1WttEQ8D-bboDdOQEmKstkofmHe1ItpA,I luv the compartmentalizationability of my files. Everything stays so neat and clean and tucked away and accessible also. 👍👍😊 🌄🌈🌻✨,5,1,2.21.121.05.34,2021-04-06 12:55:07,,
